"Ngày","Đóng cửa","Mở cửa","Cao nhất","Thấp nhất","KL","% Thay đổi"
"08/01/2021","104,687.7","104,220.4","105,529.0","103,659.5","3.32M","1.45%"
"07/01/2021","103,192.2","102,818.3","103,566.1","102,631.3","2.45M","0.55%"
"06/01/2021","102,631.3","103,753.0","104,033.4","102,631.3","2.82M","-0.90%"
"05/01/2021","103,566.1","101,790.1","104,687.7","101,322.8","4.01M","2.31%"
"04/01/2021","101,229.3","101,599.8","101,692.4","100,951.4","2.30M","0.46%"
"31/12/2020","100,766.2","100,951.4","101,785.0","100,766.2","993.81K","0.00%"
"30/12/2020","100,766.2","101,136.7","102,062.8","100,581.0","1.86M","-0.37%"
"29/12/2020","101,136.7","100,951.4","101,321.9","100,581.0","1.30M","0.46%"
"28/12/2020","100,673.6","101,044.1","101,599.8","100,303.1","2.31M","-0.28%"
"25/12/2020","100,951.4","100,766.2","101,044.1","100,117.9","1.76M","0.28%"
"24/12/2020","100,673.6","102,062.8","102,340.7","100,025.3","2.51M","-1.36%"
"23/12/2020","102,062.8","101,785.0","103,174.2","101,785.0","2.43M","0.27%"
"22/12/2020","101,785.0","102,711.2","102,711.2","101,692.4","2.27M","-0.99%"
"21/12/2020","102,803.8","102,248.1","103,174.2","102,062.8","2.34M","0.54%"
"18/12/2020","102,248.1","102,340.7","102,803.8","101,877.6","3.34M","0.00%"
"17/12/2020","102,248.1","102,803.8","102,803.8","102,155.5","2.95M","-1.08%"
"16/12/2020","103,359.5","102,989.0","104,007.8","102,525.9","2.11M","0.36%"
"15/12/2020","102,989.0","104,656.1","104,933.9","102,618.5","4.57M","-1.94%"
"14/12/2020","105,026.6","104,470.9","105,026.6","104,100.4","2.54M","0.71%"
"11/12/2020","104,285.6","103,729.9","104,470.9","103,544.7","2.30M","0.54%"
"10/12/2020","103,729.9","102,155.5","105,489.6","102,155.5","6.08M","2.10%"
"09/12/2020","101,599.8","101,877.6","101,970.2","101,229.3","1.70M","0.46%"
"08/12/2020","101,136.7","101,970.2","102,155.5","100,951.4","1.47M","-0.73%"
"07/12/2020","101,877.6","100,951.4","102,711.2","100,766.2","1.97M","0.92%"
"04/12/2020","100,951.4","101,414.5","101,599.8","100,766.2","1.57M","-0.46%"
"03/12/2020","101,414.5","100,951.4","101,785.0","100,766.2","1.11M","0.46%"
"02/12/2020","100,951.4","101,507.1","101,692.4","100,673.6","1.33M","-0.64%"
"01/12/2020","101,599.8","99,377.0","101,692.4","99,284.4","2.49M","1.39%"
"30/11/2020","100,210.5","101,692.4","101,877.6","100,025.3","2.69M","-1.46%"
"27/11/2020","101,692.4","101,785.0","101,785.0","100,673.6","2.82M","-0.09%"
"26/11/2020","101,785.0","102,711.2","102,711.2","101,229.3","1.49M","-0.54%"
"25/11/2020","102,340.7","101,507.1","102,803.8","101,044.1","2.19M","0.82%"
"24/11/2020","101,507.1","102,433.3","102,711.2","100,951.4","1.94M","-0.90%"
"23/11/2020","102,433.3","102,803.8","103,081.6","101,692.4","2.10M","-0.27%"
"20/11/2020","102,711.2","101,785.0","103,266.8","101,044.1","2.80M","1.09%"
"19/11/2020","101,599.8","101,321.9","101,599.8","100,951.4","3.14M","0.27%"
"18/11/2020","101,321.9","100,025.3","101,414.5","99,840.1","3.40M","1.67%"
"17/11/2020","99,654.8","99,284.4","99,747.4","99,099.1","1.65M","0.47%"
"16/11/2020","99,191.7","99,562.2","100,673.6","99,099.1","2.57M","-0.28%"
"13/11/2020","99,469.6","99,099.1","99,469.6","99,099.1","1.09M","0.37%"
"12/11/2020","99,099.1","99,562.2","99,562.2","98,821.3","1.07M","-0.47%"
"11/11/2020","99,562.2","99,932.7","99,932.7","98,173.0","2.43M","0.00%"
"10/11/2020","99,562.2","101,044.1","101,136.7","99,562.2","2.30M","-1.19%"
"09/11/2020","100,766.2","100,951.4","101,321.9","100,488.4","1.07M","0.00%"
"06/11/2020","100,766.2","101,136.7","101,321.9","100,025.3","1.01M","0.00%"
"05/11/2020","100,766.2","100,025.3","101,321.9","100,025.3","1.89M","0.74%"
"04/11/2020","100,025.3","100,025.3","101,321.9","99,469.6","1.34M","0.28%"
"03/11/2020","99,747.4","99,654.8","100,025.3","99,099.1","870.23K","0.09%"
"02/11/2020","99,654.8","99,099.1","100,025.3","99,099.1","867.34K","-0.37%"
"30/10/2020","100,025.3","99,099.1","100,025.3","97,524.7","2.68M","1.03%"
"29/10/2020","99,006.5","98,636.0","99,284.4","97,802.5","1.72M","-0.47%"
"28/10/2020","99,469.6","100,951.4","100,951.4","98,636.0","2.61M","-2.01%"
"27/10/2020","101,507.1","101,877.6","102,803.8","101,044.1","1.72M","-0.81%"
"26/10/2020","102,340.7","102,803.8","104,193.0","101,877.6","2.31M","0.45%"
"23/10/2020","101,877.6","99,562.2","101,877.6","99,191.7","2.95M","3.09%"
"22/10/2020","98,821.3","98,913.9","98,913.9","97,339.4","2.42M","0.28%"
"21/10/2020","98,543.4","98,636.0","99,006.5","98,173.0","805.55K","0.19%"
"20/10/2020","98,358.2","99,377.0","99,654.8","98,173.0","2.15M","-1.39%"
"19/10/2020","99,747.4","99,469.6","100,303.1","99,469.6","1.62M","0.28%"
"16/10/2020","99,469.6","99,562.2","100,025.3","99,006.5","1.64M","-0.09%"
"15/10/2020","99,562.2","99,840.1","99,932.7","99,099.1","1.85M","0.09%"
"14/10/2020","99,469.6","99,191.7","99,747.4","98,913.9","1.30M","0.28%"
"13/10/2020","99,191.7","99,099.1","100,025.3","99,006.5","858.55K","0.09%"
"12/10/2020","99,099.1","98,913.9","99,840.1","98,728.7","1.21M","0.28%"
"09/10/2020","98,821.3","99,099.1","99,191.7","98,728.7","980.97K","-0.19%"
"08/10/2020","99,006.5","99,932.7","99,932.7","98,913.9","1.33M","-1.02%"
"07/10/2020","100,025.3","98,913.9","100,025.3","98,636.0","2.15M","0.93%"
"06/10/2020","99,099.1","99,377.0","100,025.3","98,636.0","2.04M","-0.28%"
"05/10/2020","99,377.0","100,025.3","100,951.4","99,099.1","1.43M","-0.65%"
"02/10/2020","100,025.3","101,414.5","101,970.2","98,821.3","2.86M","-1.19%"
"01/10/2020","101,229.3","100,951.4","101,321.9","99,932.7","1.70M","0.37%"
"30/09/2020","100,858.8","101,877.6","103,174.2","100,488.4","1.43M","-0.27%"
"29/09/2020","101,136.7","101,877.6","104,285.6","100,025.3","5.19M","3.48%"
"28/09/2020","97,735.6","97,507.1","97,964.1","96,973.8","2.60M","0.47%"
"25/09/2020","97,278.5","97,354.7","97,507.1","97,126.2","1.21M","0.31%"
"24/09/2020","96,973.8","97,659.4","98,192.7","96,973.8","1.81M","-1.47%"
"23/09/2020","98,421.2","98,954.5","99,183.0","98,345.0","1.25M","-0.31%"
"22/09/2020","98,725.9","99,106.8","99,183.0","97,888.0","1.49M","-0.38%"
"21/09/2020","99,106.8","96,288.2","99,183.0","96,288.2","3.14M","2.93%"
"18/09/2020","96,288.2","94,917.0","96,288.2","94,612.3","1.47M","1.53%"
"17/09/2020","94,840.9","94,460.0","95,831.2","94,460.0","1.65M","0.24%"
"16/09/2020","94,612.3","95,221.8","95,221.8","94,383.8","869.41K","-0.48%"
"15/09/2020","95,069.4","94,612.3","95,145.6","94,460.0","1.06M","0.48%"
"14/09/2020","94,612.3","94,764.7","95,221.8","94,460.0","1.43M","0.32%"
"11/09/2020","94,307.6","94,612.3","94,993.2","94,079.1","1.15M","-0.72%"
"10/09/2020","94,993.2","95,221.8","95,526.5","94,764.7","1.02M","0.73%"
"09/09/2020","94,307.6","93,317.3","94,383.8","92,555.5","1.95M","-0.32%"
"08/09/2020","94,612.3","95,907.4","97,050.0","94,383.8","2.17M","-1.43%"
"07/09/2020","95,983.5","95,221.8","97,811.8","95,145.6","2.61M","0.80%"
"04/09/2020","95,221.8","94,231.5","95,221.8","93,774.4","2.05M","0.24%"
"03/09/2020","94,993.2","94,079.1","95,069.4","94,079.1","2.42M","1.22%"
"01/09/2020","93,850.6","92,174.7","93,850.6","91,565.2","1.74M","1.82%"
"31/08/2020","92,174.7","91,641.4","92,174.7","91,032.0","1.96M","1.43%"
"28/08/2020","90,879.6","89,737.0","91,412.9","89,279.9","1.61M","1.79%"
"27/08/2020","89,279.9","89,508.5","89,813.2","89,127.6","959.48K","0.09%"
"26/08/2020","89,203.7","89,889.3","90,041.7","89,051.4","2.31M","-0.17%"
"25/08/2020","89,356.1","89,127.6","89,813.2","88,975.2","2.03M","0.69%"
"24/08/2020","88,746.7","88,746.7","89,584.6","88,365.8","1.83M","0.78%"
"21/08/2020","88,061.1","87,984.9","88,365.8","87,680.2","1.06M","0.35%"
"20/08/2020","87,756.4","87,832.5","88,213.4","87,299.3","1.51M","-0.09%"
"19/08/2020","87,832.5","88,365.8","88,365.8","87,527.8","1.18M","-0.26%"
"18/08/2020","88,061.1","89,127.6","89,432.3","88,061.1","725.48K","-1.20%"
"17/08/2020","89,127.6","89,127.6","89,813.2","87,832.5","1.09M","0.26%"
"14/08/2020","88,899.0","88,822.9","89,889.3","88,518.1","1.95M","0.26%"
"13/08/2020","88,670.5","88,365.8","88,822.9","88,289.6","1.49M","0.69%"
"12/08/2020","88,061.1","87,223.1","88,289.6","87,223.1","1.74M","0.96%"
"11/08/2020","87,223.1","87,527.8","87,604.0","86,842.2","1.02M","0.00%"
"10/08/2020","87,223.1","88,365.8","88,746.7","87,223.1","1.70M","-0.87%"
"07/08/2020","87,984.9","87,604.0","88,365.8","87,451.7","1.38M","0.61%"
"06/08/2020","87,451.7","85,471.0","88,365.8","85,394.9","1.63M","2.41%"
"05/08/2020","85,394.9","84,937.8","86,537.5","83,795.1","1.07M","0.72%"
"04/08/2020","84,785.5","84,556.9","84,785.5","83,719.0","918.20K","1.92%"
"03/08/2020","83,185.7","82,271.6","83,795.1","82,043.1","1.03M","2.06%"
"31/07/2020","81,509.8","81,509.8","83,185.7","81,128.9","1.01M","-1.83%"
"30/07/2020","83,033.4","82,271.6","83,414.3","81,357.5","1.23M","2.83%"
"29/07/2020","80,748.1","82,652.5","82,957.2","80,367.2","1.80M","-3.55%"
"28/07/2020","83,719.0","79,224.5","83,719.0","79,224.5","1.67M","6.29%"
"27/07/2020","78,767.4","81,586.0","81,966.9","78,767.4","3.06M","-6.93%"
"24/07/2020","84,633.1","86,994.6","86,994.6","83,033.4","2.78M","-2.71%"
"23/07/2020","86,994.6","86,994.6","87,299.3","86,461.4","919.80K","0.09%"
"22/07/2020","86,918.4","87,908.7","88,365.8","86,918.4","1.26M","-1.64%"
"21/07/2020","88,365.8","88,137.3","88,594.3","87,299.3","1.94M","0.26%"
"20/07/2020","88,137.3","88,365.8","88,899.0","87,984.9","569.64K","-0.94%"
"17/07/2020","88,975.2","88,899.0","89,432.3","88,746.7","700.21K","-0.60%"
"16/07/2020","89,508.5","88,899.0","89,508.5","88,518.1","1.33M","1.29%"
"15/07/2020","88,365.8","88,365.8","89,127.6","88,365.8","1.22M","0.69%"
"14/07/2020","87,756.4","86,994.6","87,756.4","86,766.1","877.40K","0.35%"
"13/07/2020","87,451.7","87,832.5","88,213.4","87,070.8","1.13M","-0.43%"
"10/07/2020","87,832.5","88,365.8","88,670.5","87,832.5","812.62K","-0.52%"
"09/07/2020","88,289.6","87,984.9","88,899.0","87,984.9","1.87M","0.35%"
"08/07/2020","87,984.9","88,365.8","88,365.8","87,984.9","661.57K","-0.43%"
"07/07/2020","88,365.8","88,746.7","89,203.7","88,365.8","1.23M","-0.43%"
"06/07/2020","88,746.7","87,223.1","88,822.9","87,070.8","1.58M","2.10%"
"03/07/2020","86,918.4","86,080.5","86,994.6","85,928.1","875.15K","0.97%"
"02/07/2020","86,080.5","87,451.7","87,527.8","86,080.5","864.58K","-1.48%"
"01/07/2020","87,375.5","85,851.9","87,604.0","85,318.7","540.02K","-5.74%"
"30/06/2020","92,697.0","92,943.0","93,355.0","92,039.0","957.55K","0.71%"
"29/06/2020","92,039.0","93,766.0","94,013.0","90,558.0","1.82M","-2.19%"
"26/06/2020","94,095.0","94,663.0","95,069.0","93,689.0","594.90K","-0.43%"
"25/06/2020","94,501.0","94,582.0","94,582.0","93,608.0","687.32K","-0.60%"
"24/06/2020","95,069.0","94,501.0","96,125.0","94,501.0","901.15K","0.95%"
"23/06/2020","94,176.0","94,176.0","94,501.0","93,851.0","1.28M","0.52%"
"22/06/2020","93,689.0","93,364.0","94,095.0","93,202.0","1.04M","0.35%"
"19/06/2020","93,364.0","93,527.0","94,582.0","93,364.0","1.50M","-0.17%"
"18/06/2020","93,527.0","93,851.0","94,663.0","92,634.0","627.79K","-0.35%"
"17/06/2020","93,851.0","94,988.0","95,150.0","93,689.0","616.28K","-1.20%"
"16/06/2020","94,988.0","93,040.0","95,394.0","92,552.0","1.01M","4.46%"
"15/06/2020","90,929.0","97,424.0","98,154.0","90,929.0","2.47M","-5.08%"
"12/06/2020","95,800.0","95,800.0","97,261.0","93,040.0","2.87M","-3.52%"
"11/06/2020","99,291.0","99,859.0","101,483.0","98,235.0","1.32M","-0.57%"
"10/06/2020","99,859.0","102,295.0","102,295.0","99,697.0","1.49M","-1.60%"
"09/06/2020","101,483.0","99,940.0","102,295.0","99,940.0","2.05M","1.79%"
"08/06/2020","99,697.0","96,774.0","100,184.0","96,693.0","1.70M","3.02%"
"05/06/2020","96,774.0","95,637.0","96,774.0","94,744.0","1.29M","1.19%"
"04/06/2020","95,637.0","94,988.0","95,719.0","94,988.0","882.50K","1.03%"
"03/06/2020","94,663.0","94,338.0","95,881.0","93,851.0","1.59M","0.52%"
"02/06/2020","94,176.0","94,257.0","94,988.0","93,933.0","1.07M","-0.09%"
"01/06/2020","94,257.0","93,445.0","94,988.0","93,445.0","1.26M","0.96%"
"29/05/2020","93,364.0","92,146.0","93,527.0","92,146.0","1.44M","0.17%"
"28/05/2020","93,202.0","93,364.0","94,176.0","93,202.0","1.21M","-0.17%"
"27/05/2020","93,364.0","95,556.0","95,637.0","93,364.0","1.33M","-2.21%"
"26/05/2020","95,475.0","95,800.0","95,800.0","93,527.0","1.18M","0.00%"
"25/05/2020","95,475.0","92,958.0","95,475.0","92,634.0","1.90M","2.80%"
"22/05/2020","92,877.0","92,877.0","93,202.0","92,146.0","1.30M","-0.52%"
"21/05/2020","93,364.0","92,552.0","93,364.0","92,146.0","1.90M","0.88%"
"20/05/2020","92,552.0","91,335.0","92,877.0","91,335.0","1.44M","1.24%"
"19/05/2020","91,416.0","92,390.0","92,877.0","91,172.0","1.72M","1.35%"
"18/05/2020","90,198.0","89,954.0","90,766.0","88,493.0","1.08M","0.27%"
"15/05/2020","89,954.0","91,741.0","92,146.0","88,818.0","2.78M","-1.95%"
"14/05/2020","91,741.0","91,416.0","92,471.0","91,335.0","1.68M","-0.62%"
"13/05/2020","92,309.0","91,903.0","93,364.0","89,305.0","3.01M","-0.18%"
"12/05/2020","92,471.0","88,087.0","92,877.0","87,194.0","3.53M","4.98%"
"11/05/2020","88,087.0","85,246.0","88,087.0","85,002.0","2.15M","3.33%"
"08/05/2020","85,246.0","84,840.0","87,356.0","84,434.0","3.82M","1.55%"
"07/05/2020","83,947.0","82,485.0","84,271.0","82,404.0","1.90M","1.87%"
"06/05/2020","82,404.0","81,755.0","82,404.0","80,943.0","1.33M","1.00%"
"05/05/2020","81,592.0","80,212.0","81,917.0","79,563.0","1.40M","2.97%"
"04/05/2020","79,238.0","78,751.0","80,374.0","78,751.0","1.48M","-1.41%"
"29/04/2020","80,374.0","80,780.0","81,105.0","80,374.0","2.12M","-1.49%"
"28/04/2020","81,592.0","83,460.0","83,622.0","80,943.0","1.68M","-2.24%"
"27/04/2020","83,460.0","86,463.0","86,463.0","83,460.0","2.34M","0.00%"
"24/04/2020","83,460.0","80,618.0","83,460.0","79,157.0","4.35M","6.97%"
"23/04/2020","78,020.0","80,050.0","80,050.0","77,858.0","1.73M","-1.44%"
"22/04/2020","79,157.0","78,020.0","79,238.0","77,776.0","1.30M","0.72%"
"21/04/2020","78,588.0","81,186.0","81,186.0","77,776.0","2.56M","-3.20%"
"20/04/2020","81,186.0","81,186.0","82,161.0","81,186.0","1.77M","0.70%"
"17/04/2020","80,618.0","81,186.0","81,267.0","80,374.0","2.12M","0.00%"
"16/04/2020","80,618.0","80,618.0","80,780.0","80,293.0","1.39M","0.10%"
"15/04/2020","80,537.0","80,943.0","80,943.0","80,537.0","1.06M","0.20%"
"14/04/2020","80,374.0","80,780.0","80,943.0","80,131.0","1.27M","-0.10%"
"13/04/2020","80,456.0","80,862.0","81,024.0","79,806.0","1.35M","-0.50%"
"10/04/2020","80,862.0","81,186.0","81,186.0","79,644.0","1.33M","-0.50%"
"09/04/2020","81,267.0","81,105.0","81,917.0","80,537.0","1.46M","1.11%"
"08/04/2020","80,374.0","79,563.0","80,374.0","78,345.0","1.09M","0.51%"
"07/04/2020","79,969.0","78,345.0","80,374.0","77,776.0","2.73M","2.39%"
"06/04/2020","78,101.0","78,345.0","78,426.0","77,127.0","2.21M","1.26%"
"03/04/2020","77,127.0","76,721.0","77,533.0","76,315.0","2.32M","1.06%"
"01/04/2020","76,315.0","73,880.0","76,315.0","73,880.0","1.39M","3.30%"
"31/03/2020","73,880.0","75,097.0","75,828.0","73,068.0","1.55M","-0.22%"
"30/03/2020","74,042.0","73,068.0","75,097.0","72,256.0","1.87M","-3.08%"
"27/03/2020","76,396.0","75,503.0","77,371.0","74,691.0","3.31M","0.11%"
"26/03/2020","76,315.0","74,935.0","77,127.0","72,093.0","3.07M","2.17%"
"25/03/2020","74,691.0","73,555.0","74,773.0","73,149.0","3.59M","6.85%"
"24/03/2020","69,901.0","67,953.0","71,688.0","67,953.0","2.09M","2.87%"
"23/03/2020","67,953.0","72,337.0","72,337.0","67,953.0","2.63M","-7.00%"
"20/03/2020","73,068.0","72,256.0","74,123.0","72,256.0","2.78M","1.12%"
"19/03/2020","72,256.0","75,503.0","76,315.0","72,256.0","3.33M","-6.32%"
"18/03/2020","77,127.0","78,101.0","79,400.0","77,127.0","1.59M","-1.04%"
"17/03/2020","77,939.0","77,939.0","78,264.0","77,127.0","2.15M","-1.03%"
"16/03/2020","78,751.0","80,456.0","80,537.0","78,345.0","1.30M","-2.12%"
"13/03/2020","80,456.0","77,289.0","81,673.0","77,289.0","2.59M","-1.78%"
"12/03/2020","81,917.0","78,913.0","82,404.0","78,751.0","2.92M","-0.69%"
"11/03/2020","82,485.0","82,810.0","85,246.0","80,537.0","2.75M","-0.10%"
"10/03/2020","82,566.0","77,939.0","82,648.0","77,939.0","2.11M","4.84%"
"09/03/2020","78,751.0","81,186.0","83,216.0","78,751.0","2.83M","-6.91%"
"06/03/2020","84,596.0","84,840.0","85,083.0","84,109.0","797.90K","-0.29%"
"05/03/2020","84,840.0","85,246.0","85,976.0","84,840.0","525.62K","-0.29%"
"04/03/2020","85,083.0","85,489.0","86,057.0","84,840.0","735.36K","-0.47%"
"03/03/2020","85,489.0","85,652.0","86,220.0","84,921.0","889.66K","0.76%"
"02/03/2020","84,840.0","84,840.0","85,652.0","84,271.0","1.09M","0.00%"
"28/02/2020","84,840.0","85,489.0","86,139.0","83,622.0","1.72M","-2.70%"
"27/02/2020","87,194.0","85,246.0","87,194.0","84,271.0","1.04M","2.29%"
"26/02/2020","85,246.0","86,626.0","86,626.0","85,246.0","1.62M","-2.78%"
"25/02/2020","87,681.0","86,301.0","88,087.0","86,057.0","1.44M","1.50%"
"24/02/2020","86,382.0","86,869.0","87,519.0","86,057.0","1.15M","-1.94%"
"21/02/2020","88,087.0","87,275.0","88,818.0","87,275.0","1.78M","1.97%"
"20/02/2020","86,382.0","86,869.0","87,275.0","86,301.0","749.54K","0.00%"
"19/02/2020","86,382.0","85,246.0","86,626.0","85,246.0","953.36K","0.85%"
"18/02/2020","85,652.0","87,519.0","87,519.0","85,489.0","1.29M","-1.86%"
"17/02/2020","87,275.0","86,707.0","87,356.0","86,707.0","748.02K","0.84%"
"14/02/2020","86,545.0","87,032.0","87,194.0","86,545.0","849.70K","-0.28%"
"13/02/2020","86,788.0","87,032.0","87,275.0","86,545.0","856.27K","-0.28%"
"12/02/2020","87,032.0","87,681.0","87,681.0","87,032.0","1.01M","0.00%"
"11/02/2020","87,032.0","88,493.0","88,493.0","86,869.0","1.06M","-1.65%"
"10/02/2020","88,493.0","88,493.0","88,818.0","87,113.0","1.09M","-1.09%"
"07/02/2020","89,467.0","87,438.0","89,711.0","87,356.0","1.83M","2.51%"
"06/02/2020","87,275.0","86,057.0","88,168.0","85,976.0","2.56M","0.84%"
"05/02/2020","86,545.0","86,382.0","87,438.0","83,865.0","1.85M","1.52%"
"04/02/2020","85,246.0","89,224.0","89,305.0","84,515.0","2.24M","-3.05%"
"03/02/2020","87,925.0","82,404.0","89,711.0","81,998.0","2.75M","-0.18%"
"31/01/2020","88,087.0","94,501.0","94,663.0","88,087.0","2.30M","-6.95%"
"30/01/2020","94,663.0","96,612.0","97,261.0","94,338.0","1.84M","-3.87%"
"22/01/2020","98,479.0","98,235.0","98,966.0","98,235.0","953.33K","0.25%"
"21/01/2020","98,235.0","96,612.0","98,966.0","96,287.0","1.02M","1.68%"
"20/01/2020","96,612.0","96,612.0","96,774.0","96,125.0","592.32K","0.34%"
"17/01/2020","96,287.0","95,962.0","96,287.0","95,637.0","450.04K","0.34%"
"16/01/2020","95,962.0","95,637.0","96,206.0","95,150.0","654.11K","0.34%"
"15/01/2020","95,637.0","95,637.0","95,719.0","95,150.0","818.09K","0.00%"
"14/01/2020","95,637.0","95,313.0","95,881.0","95,069.0","402.22K","0.34%"
"13/01/2020","95,313.0","96,612.0","96,612.0","95,313.0","495.46K","-1.26%"
"10/01/2020","96,531.0","96,287.0","96,774.0","96,125.0","715.54K","0.25%"
"09/01/2020","96,287.0","96,612.0","97,018.0","96,125.0","748.96K","-0.17%"
"08/01/2020","96,449.0","96,206.0","96,449.0","95,394.0","1.01M","0.25%"
"07/01/2020","96,206.0","95,394.0","96,449.0","95,394.0","551.42K","0.94%"
"06/01/2020","95,313.0","95,800.0","95,962.0","94,826.0","595.09K","-0.76%"
"03/01/2020","96,043.0","95,962.0","96,612.0","95,962.0","750.47K","0.34%"
"02/01/2020","95,719.0","94,988.0","95,962.0","94,582.0","423.24K","1.20%"
"31/12/2019","94,582.0","96,612.0","96,612.0","94,501.0","465.17K","0.00%"
"30/12/2019","94,582.0","95,637.0","95,800.0","94,582.0","806.57K","-1.44%"
"27/12/2019","95,962.0","94,988.0","96,206.0","94,176.0","460.15K","1.03%"
"26/12/2019","94,988.0","95,637.0","95,800.0","94,988.0","414.18K","0.00%"
"25/12/2019","94,988.0","96,195.0","96,195.0","94,746.0","649.43K","-0.51%"
"24/12/2019","95,471.0","94,988.0","95,632.0","94,988.0","692.40K","0.51%"
"23/12/2019","94,988.0","96,598.0","96,598.0","94,988.0","943.32K","-1.67%"
"20/12/2019","96,598.0","96,598.0","96,839.0","96,195.0","2.19M","0.25%"
"19/12/2019","96,356.0","95,471.0","96,598.0","95,471.0","1.90M","0.93%"
"18/12/2019","95,471.0","94,505.0","95,793.0","94,424.0","1.68M","1.28%"
"17/12/2019","94,263.0","95,632.0","95,632.0","94,263.0","995.56K","-1.35%"
"16/12/2019","95,551.0","95,390.0","95,632.0","94,746.0","901.54K","0.59%"
"13/12/2019","94,988.0","96,034.0","96,517.0","94,988.0","677.62K","-1.01%"
"12/12/2019","95,954.0","95,793.0","96,195.0","95,712.0","841.66K","0.51%"
"11/12/2019","95,471.0","94,746.0","95,471.0","94,424.0","952.73K","0.34%"
"10/12/2019","95,149.0","95,068.0","95,551.0","94,585.0","1.02M","0.09%"
"09/12/2019","95,068.0","93,619.0","95,149.0","93,619.0","919.26K","1.55%"
"06/12/2019","93,619.0","94,907.0","94,907.0","93,619.0","1.12M","-1.27%"
"05/12/2019","94,827.0","96,356.0","96,356.0","94,827.0","832.98K","-0.84%"
"04/12/2019","95,632.0","93,700.0","95,632.0","93,700.0","832.44K","2.06%"
"03/12/2019","93,700.0","94,827.0","94,827.0","93,458.0","1.71M","-1.61%"
"02/12/2019","95,229.0","97,805.0","97,805.0","95,229.0","1.79M","-2.63%"
"29/11/2019","97,805.0","98,208.0","98,530.0","97,564.0","659.81K","-0.49%"
"28/11/2019","98,288.0","98,288.0","98,449.0","96,920.0","1.33M","0.00%"
"27/11/2019","98,288.0","99,576.0","99,576.0","98,288.0","440.30K","-0.73%"
"26/11/2019","99,013.0","98,932.0","99,818.0","98,771.0","1.17M","0.08%"
"25/11/2019","98,932.0","98,369.0","99,254.0","97,081.0","816.89K","1.15%"
"22/11/2019","97,805.0","98,530.0","99,174.0","97,644.0","863.62K","-0.41%"
"21/11/2019","98,208.0","99,415.0","99,657.0","97,966.0","1.67M","-1.61%"
"20/11/2019","99,818.0","100,220.0","100,462.0","99,254.0","1.38M","-0.32%"
"19/11/2019","100,140.0","96,920.0","100,140.0","96,920.0","1.29M","2.98%"
"18/11/2019","97,242.0","99,013.0","99,335.0","96,920.0","2.01M","-1.79%"
"15/11/2019","99,013.0","101,428.0","101,428.0","96,598.0","2.86M","-2.30%"
"14/11/2019","101,347.0","101,428.0","101,750.0","101,106.0","834.56K","0.32%"
"13/11/2019","101,025.0","102,635.0","102,635.0","100,945.0","2.35M","-1.57%"
"12/11/2019","102,635.0","104,084.0","104,084.0","102,474.0","2.32M","-1.39%"
"11/11/2019","104,084.0","104,004.0","104,809.0","103,843.0","774.60K","0.08%"
"08/11/2019","104,004.0","103,923.0","104,889.0","103,762.0","1.43M","0.08%"
"07/11/2019","103,923.0","104,245.0","104,487.0","103,601.0","1.04M","-0.77%"
"06/11/2019","104,728.0","103,843.0","105,050.0","103,440.0","1.42M","0.70%"
"05/11/2019","104,004.0","105,694.0","105,694.0","104,004.0","2.25M","-1.60%"
"04/11/2019","105,694.0","107,063.0","107,063.0","105,131.0","1.69M","-0.83%"
"01/11/2019","106,580.0","104,809.0","107,063.0","104,809.0","1.16M","1.85%"
"31/10/2019","104,648.0","106,258.0","106,258.0","103,682.0","3.06M","-1.52%"
"30/10/2019","106,258.0","108,190.0","108,512.0","105,453.0","1.56M","-1.57%"
"29/10/2019","107,948.0","107,626.0","108,592.0","107,546.0","624.34K","0.22%"
"28/10/2019","107,707.0","108,270.0","108,995.0","107,546.0","670.03K","-0.52%"
"25/10/2019","108,270.0","106,741.0","108,270.0","106,660.0","979.87K","1.43%"
"24/10/2019","106,741.0","106,419.0","107,385.0","106,419.0","625.07K","0.23%"
"23/10/2019","106,499.0","106,660.0","106,821.0","105,614.0","1.02M","-0.15%"
"22/10/2019","106,660.0","107,868.0","108,190.0","106,499.0","1.68M","-0.82%"
"21/10/2019","107,546.0","106,660.0","109,075.0","106,177.0","2.41M","0.83%"
"18/10/2019","106,660.0","105,855.0","107,063.0","105,855.0","1.34M","1.14%"
"17/10/2019","105,453.0","104,970.0","106,580.0","104,809.0","1.69M","0.46%"
"16/10/2019","104,970.0","103,279.0","105,372.0","103,279.0","1.59M","1.64%"
"15/10/2019","103,279.0","103,440.0","104,245.0","102,796.0","1.40M","-0.23%"
"14/10/2019","103,521.0","103,843.0","103,843.0","102,957.0","703.25K","0.47%"
"11/10/2019","103,038.0","102,233.0","103,038.0","102,152.0","757.57K","0.79%"
"10/10/2019","102,233.0","101,991.0","103,440.0","101,991.0","530.58K","0.00%"
"09/10/2019","102,233.0","103,682.0","103,682.0","102,072.0","795.78K","-1.55%"
"08/10/2019","103,843.0","103,521.0","104,084.0","103,521.0","644.93K","-0.08%"
"07/10/2019","103,923.0","103,360.0","104,648.0","103,199.0","1.00M","0.39%"
"04/10/2019","103,521.0","103,923.0","105,372.0","103,440.0","769.85K","-0.31%"
"03/10/2019","103,843.0","101,428.0","103,843.0","101,025.0","990.37K","1.57%"
